intersection_id,time_bin,vehicle_count,avg_speed,congestion_score,current_green,fuzzy_delta,suggested_green_fuzzy
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2082.4456637981316, 'g'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 2417.5156637981313, 'r'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 2607.6356637981316, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 2770.5156637981318, 'G'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 3245.7056637981323, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 3573.2456637981322, 'r'))",2025-09-09 00:12:30,1,94.84,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2108.7889592846777, 'g'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 2443.8589592846774, 'r'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 2633.978959284678, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 2796.858959284678, 'r'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 3272.0489592846784, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 3599.5889592846784, 'r'))",2025-09-09 00:12:30,1,97.95,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2135.9959918603877, 'g'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 2471.0659918603874, 'r'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 2661.1859918603877, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 2824.065991860388, 'r'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 3299.2559918603883, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 3626.7959918603883, 'r'))",2025-09-09 00:12:30,1,96.99,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 215.3911085348395, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 550.4611085348396, 'r'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 740.5811085348396, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 903.4611085348396, 'r'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 1378.6511085348398, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 1706.19110853484, 'r'))",2025-09-09 00:12:40,1,51.22,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2162.9367470567176, 'g'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 2498.0067470567174, 'r'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 2688.1267470567177, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 2851.006747056718, 'r'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 3326.1967470567183, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 3653.7367470567183, 'r'))",2025-09-09 00:12:30,1,97.49,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2190.0161479909457, 'g'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 2525.0861479909454, 'r'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 2715.2061479909457, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 2878.086147990946, 'r'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 3353.2761479909464, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 3680.8161479909463, 'r'))",2025-09-09 00:12:30,1,95.23,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2216.4684567140853, 'g'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 2551.538456714085, 'r'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 2741.6584567140853, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 2904.5384567140854, 'r'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 3379.728456714086, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 3707.268456714086, 'r'))",2025-09-09 00:12:30,1,94.52,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2242.724728950804, 'g'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 2577.794728950804, 'r'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 2767.914728950804, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 2930.7947289508043, 'r'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 3405.9847289508048, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 3733.5247289508047, 'r'))",2025-09-09 00:12:30,1,96.28,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2269.470394900289, 'g'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 2604.540394900289, 'r'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 2794.6603949002892, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 2957.5403949002894, 'r'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 3432.73039490029, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 3760.27039490029, 'r'))",2025-09-09 00:12:30,1,94.19,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 229.61864299616545, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 564.6886429961654, 'r'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 754.8086429961654, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 917.6886429961654, 'r'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 1392.8786429961656, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 1720.4186429961658, 'r'))",2025-09-09 00:12:40,1,53.49,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2295.6346380575624, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 2630.704638057562, 'r'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 2820.8246380575624, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 2983.7046380575625, 'r'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 3458.894638057563, 'y'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 3786.434638057563, 'y'))",2025-09-09 00:12:30,1,98.46,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2322.9835564783093, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 2658.053556478309, 'r'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 2848.1735564783094, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 3011.0535564783095, 'y'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 3486.24355647831, 'y'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 3813.78355647831, 'y'))",2025-09-09 00:12:30,1,97.64,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2350.106353536944, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 2685.1763535369437, 'r'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 2875.296353536944, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 3038.176353536944, 'y'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 3513.3663535369446, 'y'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 3840.9063535369446, 'y'))",2025-09-09 00:12:30,1,95.09,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2376.5196802785777, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 2711.5896802785774, 'r'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 2901.7096802785777, 'y'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 3064.589680278578, 'y'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 3539.7796802785783, 'y'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 3867.3196802785783, 'G'))",2025-09-09 00:12:30,1,97.49,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2403.599106523499, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 2738.6691065234986, 'r'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 2928.789106523499, 'y'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 3091.669106523499, 'G'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 3566.8591065234996, 'G'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 3894.3991065234995, 'G'))",2025-09-09 00:12:30,1,95.96,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2430.2545236183155, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 2765.324523618315, 'r'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 2955.4445236183155, 'y'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 3118.3245236183157, 'G'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 3593.514523618316, 'G'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 3921.054523618316, 'G'))",2025-09-09 00:12:30,1,95.29,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 244.47676007015122, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 579.5467600701512, 'r'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 769.6667600701512, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 932.5467600701512, 'r'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 1407.7367600701514, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 1735.2767600701516, 'r'))",2025-09-09 00:12:40,1,52.74,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2456.724528445165, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 2791.794528445165, 'r'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 2981.914528445165, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 3144.7945284451653, 'G'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 3619.984528445166, 'G'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 3947.5245284451657, 'G'))",2025-09-09 00:12:30,1,96.56,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2483.54756101628, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 2818.6175610162795, 'r'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3008.73756101628, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 3171.61756101628, 'G'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 3646.8075610162805, 'G'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 3974.3475610162805, 'G'))",2025-09-09 00:12:30,1,98.59,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2510.9333025391597, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 2846.0033025391594, 'r'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3036.12330253916, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 3199.00330253916, 'G'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 3674.1933025391604, 'G'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 4001.7333025391604, 'r'))",2025-09-09 00:12:30,1,94.6,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2537.211804988432, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 2872.2818049884318, 'r'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3062.401804988432, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 3225.281804988432, 'r'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 3700.4718049884327, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 4028.0118049884327, 'r'))",2025-09-09 00:12:30,1,98.51,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2564.575968638278, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 2899.6459686382777, 'r'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3089.765968638278, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 3252.645968638278, 'r'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 3727.8359686382787, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 4055.3759686382787, 'r'))",2025-09-09 00:12:30,1,96.83,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 259.126081526686, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 594.196081526686, 'y'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 784.316081526686, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 947.196081526686, 'r'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 1422.3860815266862, 'y'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 1749.9260815266864, 'y'))",2025-09-09 00:12:40,1,53.58,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2591.473620407657, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 2926.543620407657, 'r'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3116.663620407657, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 3279.5436204076573, 'r'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 3754.733620407658, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 4082.2736204076577, 'r'))",2025-09-09 00:12:30,1,97.99,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2618.6936638744046, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 2953.7636638744043, 'y'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3143.8836638744046, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 3306.7636638744048, 'r'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 3781.9536638744053, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 4109.493663874405, 'r'))",2025-09-09 00:12:30,1,98.17,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2645.9629894866293, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 2981.032989486629, 'y'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3171.1529894866294, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 3334.0329894866295, 'r'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 3809.22298948663, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 4136.7629894866295, 'r'))",2025-09-09 00:12:30,1,97.75,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2673.11451004726, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 3008.1845100472597, 'y'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3198.30451004726, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 3361.18451004726, 'r'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 3836.3745100472606, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 4163.914510047261, 'r'))",2025-09-09 00:12:30,1,94.52,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2699.3707324544025, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 3034.440732454402, 'y'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3224.5607324544026, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 3387.4407324544027, 'r'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 3862.630732454403, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 4190.170732454403, 'r'))",2025-09-09 00:12:30,1,96.59,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2726.201743832488, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 3061.2717438324876, 'y'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3251.391743832488, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 3414.271743832488, 'r'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 3889.4617438324885, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 4217.0017438324885, 'y'))",2025-09-09 00:12:30,1,94.88,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 274.0088654049798, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 609.0788654049799, 'y'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 799.1988654049799, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 962.0788654049799, 'y'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 1437.26886540498, 'y'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 1764.8088654049802, 'y'))",2025-09-09 00:12:40,1,50.77,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2752.557851840366, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 3087.6278518403656, 'G'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3277.747851840366, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 3440.627851840366, 'y'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 3915.8178518403665, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 4243.3578518403665, 'y'))",2025-09-09 00:12:30,1,95.43,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2779.0660678139807, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 3114.1360678139804, 'G'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3304.2560678139807, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 3467.136067813981, 'y'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 3942.3260678139814, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 4269.866067813981, 'y'))",2025-09-09 00:12:30,1,95.3,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 28.251232109968257, 'g'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 363.3212321099682, 'r'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 553.4412321099683, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 716.3212321099683, 'r'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 1191.5112321099682, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 1519.0512321099684, 'y'))",2025-09-09 00:12:40,1,52.15,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2805.5392828386616, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 3140.6092828386613, 'G'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3330.7292828386617, 'y'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 3493.609282838662, 'y'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 3968.7992828386623, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 4296.339282838662, 'G'))",2025-09-09 00:12:30,1,94.48,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2831.7841895828083, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 3166.854189582808, 'G'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3356.9741895828083, 'y'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 3519.8541895828084, 'G'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 3995.044189582809, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 4322.584189582809, 'G'))",2025-09-09 00:12:30,1,95.58,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2858.333077503579, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 3193.4030775035785, 'G'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3383.523077503579, 'y'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 3546.403077503579, 'G'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 4021.5930775035795, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 4349.133077503579, 'G'))",2025-09-09 00:12:30,1,98.24,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 288.1115724369795, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 623.1815724369793, 'y'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 813.3015724369793, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 976.1815724369793, 'y'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 1451.3715724369795, 'y'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 1778.9115724369797, 'y'))",2025-09-09 00:12:40,1,51.94,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2885.6226853351072, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 3220.692685335107, 'G'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3410.8126853351073, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 3573.6926853351074, 'G'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 4048.882685335108, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 4376.422685335107, 'G'))",2025-09-09 00:12:30,1,94.17,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2911.780811796888, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 3246.8508117968877, 'G'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3436.970811796888, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 3599.850811796888, 'G'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 4075.0408117968886, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 4402.580811796888, 'G'))",2025-09-09 00:12:30,1,96.32,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2938.5366415385497, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 3273.6066415385494, 'G'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3463.7266415385498, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 3626.60664153855, 'G'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 4101.79664153855, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 4429.33664153855, 'r'))",2025-09-09 00:12:30,1,96.62,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2965.3751896603094, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 3300.445189660309, 'G'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3490.5651896603094, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 3653.4451896603096, 'r'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 4128.63518966031, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 4456.17518966031, 'r'))",2025-09-09 00:12:30,1,95.72,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 2991.96316445144, 'y'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 3327.03316445144, 'G'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3517.1531644514403, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 3680.0331644514404, 'r'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 4155.22316445144, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 4482.76316445144, 'r'))",2025-09-09 00:12:30,1,95.29,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 3018.4324669266784, 'y'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 3353.502466926678, 'r'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3543.6224669266785, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 3706.5024669266786, 'r'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 4181.692466926679, 'r'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 4509.232466926679, 'r'))",2025-09-09 00:12:30,1,96.82,0.0,40.0,0.0,40.0
"(('cluster_1492190463_5497304808_5497304809_5497657275_#4more', 17, 302.53973585629603, 'r'), ('cluster_244130280_244130296_4740612736_4740612737_#8more', 5, 637.609735856296, 'y'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 827.729735856296, 'y'), ('cluster_244131869_5014446280_8424300911_8424300912_#3more', 4, 990.609735856296, 'y'), ('cluster_2282372957_244131855_246580827_5014446274_#8more', 10, 1465.7997358562961, 'y'), ('joinedS_8337536401_cluster_4973029068_5014446290_8337536400', 9, 1793.3397358562963, 'G'))",2025-09-09 00:12:40,1,51.84,0.0,40.0,0.0,40.0
