intersection_id,time_bin,vehicle_count,avg_speed,congestion_score,current_green,fuzzy_delta,suggested_green_fuzzy
:cluster_246181841_5222378798_8396043587_8396043613_#4more_8,2025-09-09 00:13:28,2,18.45,0.0,60.0,8,68.0
:cluster_3681802616_8393114933_4,2025-09-09 00:13:28,2,19.6,0.0,60.0,8,68.0
:cluster_3864247789_4605891082_4605891085_4605891087_#11more_10,2025-09-09 00:13:28,5,19.57,0.0,60.0,8,68.0
:cluster_3864247789_4605891082_4605891085_4605891087_#11more_25,2025-09-09 00:13:28,2,32.74,0.0,43.3,8,51.3
:cluster_5256231818_8389665074_3,2025-09-09 00:13:28,1,50.67,0.0,13.21,7,20.21
:cluster_5256232826_8393114938_3,2025-09-09 00:13:28,1,48.95,0.0,16.28,7,23.28
:cluster_5256232832_8393114939_3,2025-09-09 00:13:28,1,50.38,0.0,13.21,7,20.21
:cluster_5256232836_8389665077_3,2025-09-09 00:13:28,1,49.05,0.0,16.0,7,23.0
:cluster_5256232841_8389665078_3,2025-09-09 00:13:28,1,49.74,0.0,14.0,7,21.0
:cluster_5256232847_8389665080_3,2025-09-09 00:13:28,1,46.95,0.0,21.3,7,28.3
:cluster_5256232853_8389665082_3,2025-09-09 00:13:28,1,48.65,0.0,17.1,7,24.1
:cluster_5256232859_8389665084_3,2025-09-09 00:13:28,1,47.8,0.0,19.28,7,26.28
:cluster_5256232876_8396043608_3,2025-09-09 00:13:28,1,46.61,0.0,22.07,7,29.07
:cluster_5256295460_8389700242_3,2025-09-09 00:13:28,1,48.25,0.0,18.15,7,25.15
:cluster_5256295743_8389665081_3,2025-09-09 00:13:28,1,46.47,0.0,22.38,7,29.38
173896212#5,2025-09-09 00:13:29,3,46.69,0.0,21.88,7,28.88
173896212#7,2025-09-09 00:13:29,2,46.62,0.0,22.06,7,29.06
173896212#8,2025-09-09 00:13:29,3,48.99,0.0,16.16,7,23.16
173896212#9,2025-09-09 00:13:29,4,48.68,0.0,17.01,7,24.01
:8389779200_0,2025-09-09 00:13:29,1,49.85,0.0,13.67,7,20.67
:cluster_5256295448_8389700239_3,2025-09-09 00:13:29,1,46.28,0.0,22.79,7,29.79
:cluster_5256295452_8389700240_3,2025-09-09 00:13:29,1,48.38,0.0,17.81,7,24.81
:cluster_5256295456_8389700241_3,2025-09-09 00:13:29,1,48.61,0.0,17.21,7,24.21
